pathway	external_id	source	ensembl_ids
10-<i>cis</i>-heptadecenoyl-CoA degradation	PWY-7337	YeastCyc	YLR284C,YKR009C,YNL202W,YGL205W,YIL160C
p-aminobenzoate biosynthesis	PWY3O-1874	YeastCyc	YMR289W,YNR033W
Apoptosis induced DNA fragmentation	R-SCE-140342	Reactome	YKL032C,YDL002C,YPR052C,YMR072W,YDR174W
Apoptotic execution phase	R-SCE-75153	Reactome	YKR001C,YMR072W,YLL001W,YHR102W,YDR174W,YKL032C,YOR211C,YPR052C,YDL002C
Toll Like Receptor 4 (TLR4) Cascade	R-SCE-166016	Reactome	YNL167C,YBL016W,YER045C,YBR028C,YAL016W,YDL188C,YGR040W,YEL009C,YHR030C,YJL128C,YOR014W,YLR113W,YIL036W,YDL134C
Synthesis of IP3 and IP4 in the cytosol	R-SCE-1855204	Reactome	YPL268W,YNL128W,YOR109W
Condensation of Prometaphase Chromosomes	R-SCE-2514853	Reactome	YFR031C,YDR325W,YLR086W,YOR039W,YOR061W,YLR272C,YIL035C,YBL097W
glycogen degradation II	PWY-5941	YeastCyc	YKL127W,YMR105C,YIL099W,YPR184W,YPR160W
Heme signaling	R-SCE-9707616	Reactome	YJL163C
Apoptosis	R-SCE-109581	Reactome	YKR001C,YHR102W,YLL001W,YMR072W,YEL039C,YDR174W,YKL032C,YOR211C,YKR087C,YPR052C,YJR048W,YDL002C
Pyroptosis	R-SCE-5620971	Reactome	YJR048W,YEL039C
Regulated Necrosis	R-SCE-5218859	Reactome	YJR048W,YEL039C
Programmed Cell Death	R-SCE-5357801	Reactome	YKR001C,YHR102W,YLL001W,YMR072W,YEL039C,YDR174W,YKL032C,YOR211C,YKR087C,YPR052C,YJR048W,YDL002C
salvage pathways of pyrimidine ribonucleotides	PWY0-163	YeastCyc	YDR400W,YLR245C,YDR020C,YKL067W,YHR128W,YKL024C,YPR062W
<i>myo</i>-inositol biosynthesis	PWY-2301	YeastCyc	YDR287W,YJL153C,YHR046C
Zinc influx into cells by the SLC39 gene family	R-SCE-442380	Reactome	YOR079C,YIL023C
Mitochondrial calcium ion transport	R-SCE-8949215	Reactome	YJR106W
sterol:steryl ester interconversion	PWY-7424	YeastCyc	YLR020C,YKL140W,YCR048W,YLL012W,YNR019W
Formation of TC-NER Pre-Incision Complex	R-SCE-6781823	Reactome	YOR124C,YJR032W,YPR187W,YJR035W,YDR416W,YMR201C,YOR210W,YLL036C,YKR094C,YJL140W,YIL021W,YDR079C-A,YLR216C,YDL108W,YGL043W,YOL005C,YMR304W,YPR025C,YHR143W-A,YOR151C,YKL005C,YIL143C,YPL122C,YPR056W,YDR404C,YJR050W,YJL047C,YER171W,YDR030C,YLR167W,YDL140C,YLR005W,YOL133W,YDR311W,YGL070C,YDR460W,YIL148W,YLL039C,YOR224C,YBR154C
fatty acid elongation -- saturated	FASYN-ELONG-PWY-1	YeastCyc	YKL182W,YPL231W
glutamine degradation I	GLUTAMINDEG-PWY	YeastCyc	YMR095C,YMR096W
hydroxymethylpyrimidine salvage	PWY-6910	YeastCyc	YOL055C,YPL258C
Transport of bile salts and organic acids, metal ions and amine compounds	R-SCE-425366	Reactome	YHR175W,YOR079C,YHR032W,YIL023C,YDR205W,YMR243C,YOR316C,YDR338C,YOL103W
monoacylglycerol metabolism	PWY-7420	YeastCyc	YKL094W,YMR210W,YOR245C
ammonia assimilation cycle I	PWY-6963	YeastCyc	YDL171C,YPR035W
Synthesis of IPs in the nucleus	R-SCE-1855191	Reactome	YDR315C,YDR173C,YDR017C
Disinhibition of SNARE formation	R-SCE-114516	Reactome	YPL232W,YDR164C,YMR183C,YBL105C
Calnexin/calreticulin cycle	R-SCE-901042	Reactome	YCL043C,YAL058W
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	R-SCE-532668	Reactome	YKR094C,YPL096W,YNL116W,YDR411C,YDL126C,YAL058W,YCL043C,YDL007W,YHR115C,YIL148W,YLL039C,YLR167W,YEL037C
TP53 Regulates Transcription of DNA Repair Genes	R-SCE-6796648	Reactome	YPR187W,YOR210W,YIL021W,YJL140W,YPL046C,YDR079C-A,YMR277W,YDL108W,YGR005C,YML069W,YGL043W,YOL005C,YPR025C,YHR143W-A,YOR151C,YPR161C,YML010W,YIL143C,YJL006C,YGR186W,YPL122C,YPR056W,YDR404C,YGR063C,YER171W,YNL230C,YDL140C,YLR005W,YGL207W,YDR311W,YGL070C,YDR460W,YKL005C,YOR224C,YBR154C
tetrapyrrole biosynthesis	PWY3O-50	YeastCyc	YGL040C,YDR232W,YDL205C,YOR278W
lipoate biosynthesis and incorporation I	PWY0-501	YeastCyc	YPL135W,YLR239C,YOR196C
Cholesterol biosynthesis via lathosterol	R-SCE-6807062	Reactome	YLR056W
Cholesterol biosynthesis	R-SCE-191273	Reactome	YNR043W,YHR190W,YJL167W,YMR208W,YNL280C,YML126C,YGR060W,YHR007C,YPL069C,YML075C,YLR242C,YLR056W,YGR175C,YHR072W,YPL117C,YGL001C
Endosomal Sorting Complex Required For Transport (ESCRT)	R-SCE-917729	Reactome	YMR077C,YLR181C,YPL065W,YKR094C,YCL008C,YIL148W,YKL041W,YPL002C,YPR173C,YKL002W,YLR417W,YJR102C,YLR025W,YLL039C,YDR486C,YLR119W,YLR167W
SUMOylation of DNA replication proteins	R-SCE-4615885	Reactome	YDR510W,YDL064W,YNL088W,YBR088C,YOL006C
Plasma lipoprotein remodeling	R-SCE-8963899	Reactome	YJR098C,YOL075C
UDP-glucose biosynthesis	PWY-7343	YeastCyc	YKL127W,YMR105C,YHL012W,YKL035W
Translesion Synthesis by POLH	R-SCE-110320	Reactome	YKR094C,YBR087W,YBR170C,YDR419W,YNL290W,YGR048W,YDL126C,YBR088C,YAR007C,YOR217W,YIL148W,YLL039C,YOL094C,YLR167W,YNL312W,YJR068W
Platelet degranulation 	R-SCE-114608	Reactome	YBR025C,YER158C,YML124C,YDR288W,YMR197C,YDR164C,YNL233W,YFL039C,YML085C,YJR104C,YDR168W,YPR031W,YDR085C,YBR109C,YMR092C
Response to elevated platelet cytosolic Ca2+	R-SCE-76005	Reactome	YBR025C,YER158C,YML124C,YDR288W,YMR197C,YPL232W,YNL233W,YFL039C,YML085C,YMR183C,YBL105C,YJR104C,YDR168W,YPR031W,YDR085C,YBR109C,YDR164C,YMR092C
L-phenylalanine degradation II (anaerobic)	ANAPHENOXI-PWY	YeastCyc	YGR087C,YDR380W,YLR044C,YLR134W
alanine biosynthesis	ALANINE-SYN2-PWY	YeastCyc	YLR089C,YDR111C
L-alanine biosynthesis III	PWY0-1021	YeastCyc	YCL017C
ADP signalling through P2Y purinoceptor 1	R-SCE-418592	Reactome	YLR113W,YMR008C,YMR006C,YOL011W,YNL012W
Signal amplification	R-SCE-392518	Reactome	YLR113W,YMR008C,YMR006C,YOL011W,YNL012W
GPVI-mediated activation cascade	R-SCE-114604	Reactome	YOL100W
Platelet Aggregation (Plug Formation)	R-SCE-76009	Reactome	YAL024C,YCR038C,YGR152C,YLR310C
Platelet activation, signaling and aggregation	R-SCE-76002	Reactome	YBR025C,YDR164C,YML124C,YMR006C,YMR008C,YER158C,YNL233W,YFL039C,YMR183C,YBL105C,YLR310C,YPL232W,YNL012W,YGR152C,YOL011W,YML085C,YDR168W,YPR031W,YLR113W,YCR038C,YDR288W,YMR197C,YAL024C,YOL100W,YMR092C,YDR085C,YBR109C,YJR104C
Cyclin D associated events in G1	R-SCE-69231	Reactome	YGR109C,YLR210W,YMR199W,YPR119W,YFL029C,YPR025C,YPL256C,YDL108W,YDL155W,YDR460W,YGR108W,YPR120C,YOL128C
Regulation of TP53 Degradation	R-SCE-6804757	Reactome	YKL126W,YER093C,YNL006W,YHR205W,YKL203C,YJR066W,YOL078W,YBR270C,YOL100W,YJL058C
Regulation of TP53 Expression and Degradation	R-SCE-6806003	Reactome	YKL126W,YER093C,YNL006W,YHR205W,YKL203C,YJR066W,YOL078W,YBR270C,YOL100W,YJL058C
PKMTs methylate histone lysines	R-SCE-3214841	Reactome	YHR207C,YKL049C,YDR440W,YHR119W,YPL165C
2-ketoglutarate dehydrogenase complex	PWY-5084	YeastCyc	YIL125W,YDR148C,YFL018C
10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent)	PWY-7339	YeastCyc	YKR009C,YIL160C
cGMP effects	R-SCE-418457	Reactome	YOR360C
Nitric oxide stimulates guanylate cyclase	R-SCE-392154	Reactome	YOR360C,YHR042W
Reduction of cytosolic Ca++ levels	R-SCE-418359	Reactome	YGL006W
Platelet calcium homeostasis	R-SCE-418360	Reactome	YGL006W
Platelet sensitization by LDL	R-SCE-432142	Reactome	YLR113W,YMR008C,YMR006C,YOL011W,YNL012W
Platelet homeostasis	R-SCE-418346	Reactome	YOR360C,YNL012W,YOL011W,YMR006C,YMR008C,YHR042W,YGL006W,YLR113W
Cargo concentration in the ER	R-SCE-5694530	Reactome	YLR268W,YHR098C,YLR026C,YNL049C,YPR181C,YIL109C,YLR078C,YPL218W
1,3-&beta;-D-glucan biosynthesis	PWY-6773	YeastCyc	YLR342W,YMR306W,YGR032W
Estrogen-dependent gene expression	R-SCE-9018519	Reactome	YPR187W,YOR244W,YOR210W,YIL021W,YER148W,YJL140W,YGR252W,YBR034C,YIL131C,YGR005C,YBL002W,YNL330C,YNL030W,YOL005C,YHR143W-A,YOR151C,YPR161C,YJL006C,YGR186W,YOR194C,YCR065W,YJL110C,YDR404C,YER040W,YOR224C,YBR154C,YFL021W,YDL140C,YKL049C,YGL070C,YOL012C,YKL058W,YBR009C,YNL112W,YBR066C,YDR224C
Nicotinamide salvaging	R-SCE-197264	Reactome	YKL151C,YNL200C,YGL067W
Nicotinate metabolism	R-SCE-196807	Reactome	YGL067W,YHR074W,YKL151C,YNR012W,YJR049C,YFR047C,YLR328W,YNL200C,YGR010W
thiosulfate disproportionation III (rhodanese)	PWY-5350	YeastCyc	YOR251C,YOR285W
UCH proteinases	R-SCE-5689603	Reactome	YLR167W,YIL148W,YJR099W,YDR139C,YLL039C,YKR094C
valine biosynthesis	VALSYN-PWY	YeastCyc	YMR108W,YLR355C,YHR208W,YCL009C,YJR148W,YJR016C
Regulation of TP53 Activity through Phosphorylation	R-SCE-6804756	Reactome	YOR039W,YOR061W,YML069W,YIL035C,YGL207W
phospholipid remodeling (phosphatidylcholine)	PWY-7416	YeastCyc	YKR089C,YPR140W,YNR008W,YOR175C
Estrogen-stimulated signaling through PRKCZ	R-SCE-9634635	Reactome	YOL100W,YBL105C
Extra-nuclear estrogen signaling	R-SCE-9009391	Reactome	YLR260W,YJL054W,YPL240C,YHR205W,YBR109C,YKL126W,YMR186W,YBL105C,YOL100W,YOR171C,YHR042W
ESR-mediated signaling	R-SCE-8939211	Reactome	YLR260W,YPR187W,YOR244W,YJL054W,YPL240C,YBL105C,YIL021W,YER148W,YJL140W,YGR252W,YBR034C,YDR404C,YIL131C,YGR005C,YBL002W,YNL330C,YHR042W,YNL030W,YOL005C,YBR109C,YHR143W-A,YOR151C,YPR161C,YJL006C,YKL126W,YGR186W,YOR194C,YCR065W,YJL110C,YOL100W,YER040W,YOR224C,YNL112W,YFL021W,YDL140C,YOR210W,YHR205W,YKL049C,YBR066C,YGL070C,YMR186W,YOL012C,YKL058W,YBR009C,YBR154C,YOR171C,YDR224C
Signaling by Nuclear Receptors	R-SCE-9006931	Reactome	YPR187W,YNL112W,YJL054W,YPL240C,YBL105C,YCR065W,YIL021W,YLR426W,YJL140W,YGR252W,YBR034C,YOL100W,YIL131C,YGR005C,YBL002W,YNL330C,YDL114W,YHR042W,YNL030W,YOL005C,YBR109C,YHR143W-A,YOR151C,YPR161C,YER148W,YJL006C,YKL126W,YGR186W,YOR194C,YOR244W,YNL181W,YJL110C,YDR404C,YER040W,YOR224C,YKL107W,YPL033C,YLR260W,YFL021W,YDL140C,YOR210W,YHR205W,YKL049C,YBR066C,YGL070C,YMR186W,YOL012C,YDL168W,YKL058W,YBR009C,YBR154C,YOR171C,YDR224C
Synthesis of pyrophosphates in the cytosol	R-SCE-1855167	Reactome	YDR315C,YOR163W,YDR017C,YLR410W,YDR173C
geranylgeranyldiphosphate biosynthesis	PWY-5120	YeastCyc	YPL069C
Dual incision in TC-NER	R-SCE-6782135	Reactome	YOR124C,YJR032W,YPR187W,YJR035W,YDR416W,YDR121W,YMR201C,YOR210W,YLL036C,YBR087W,YIL021W,YJL140W,YKR094C,YNL262W,YDR079C-A,YNL290W,YLR216C,YDL108W,YGL043W,YOL094C,YOL005C,YMR304W,YPR025C,YHR143W-A,YOR151C,YBR278W,YJL065C,YJR068W,YKL005C,YIL143C,YPL122C,YOR217W,YLL039C,YDR404C,YJR050W,YNL312W,YJL047C,YER171W,YDR030C,YLR167W,YPL022W,YDL140C,YLR005W,YOL133W,YAR007C,YDR311W,YPR175W,YGL070C,YDR460W,YIL148W,YPR056W,YOR224C,YBR154C,YBR088C
phospholipid remodeling (phosphatidylethanolamine)	PWY-7409	YeastCyc	YOR175C,YMR313C,YMR006C,YMR008C,YPL110C,YKR089C
Kinesins	R-SCE-983189	Reactome	YEL061C
Factors involved in megakaryocyte development and platelet production	R-SCE-983231	Reactome	YLR229C,YBR179C,YGL095C,YEL061C,YKL007W,YKR014C,YLR422W,YDR323C,YIL034C,YER170W,YBR264C
Hemostasis	R-SCE-109582	Reactome	YBR025C,YOR360C,YDR164C,YML124C,YMR006C,YMR008C,YER158C,YNL233W,YFL039C,YMR183C,YLR422W,YBL105C,YLR310C,YER170W,YPL232W,YNL012W,YGL095C,YOL011W,YML085C,YDR323C,YDR168W,YPR031W,YDR085C,YBR264C,YLR113W,YLR229C,YDR288W,YJR104C,YAL024C,YCR038C,YIL034C,YOL100W,YHR042W,YGL006W,YMR197C,YBR179C,YEL061C,YKL007W,YMR092C,YBR109C,YKR014C,YGR152C
RAB GEFs exchange GTP for GDP on RABs	R-SCE-8876198	Reactome	YML001W,YLR039C,YFL005W,YDR137W,YKR014C,YML097C,YNL272C,YDR407C,YDR246W,YOR115C,YPL070W,YLR262C,YBR264C,YHR022C,YER136W,YFL038C,YKR068C,YBR131W,YML077W,YBR254C,YMR218C,YGL124C,YDR472W,YOR370C
RHO GTPases activate PAKs	R-SCE-5627123	Reactome	YLR229C,YHR023W,YOL113W,YNL298W,YHL007C,YGL106W,YPR188C
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	R-SCE-193368	Reactome	YKR009C,YBR041W,YJR019C,YGL001C
Transferrin endocytosis and recycling	R-SCE-917977	Reactome	YMR054W,YKL080W,YHR039C-A,YEL051W,YPR036W,YDL185W,YOR332W,YGR020C,YEL027W,YLR447C,YOR270C,YBR127C,YCL005W-A,YHR026W
tRNA charging	TRNA-CHARGING-PWY	YeastCyc	YOR335C,YDR341C,YPR047W,YPL040C,YHR011W,YOL097C,YNL073W,YGR185C,YHR019C,YDR037W,YDR023W,YPR033C,YKL194C,YFL022C,YNL247W,YBR121C,YIL078W,YLR382C,YPL104W,YOR168W,YCR024C,YGR171C,YHR020W,YGR094W,YPR081C,YOL033W,YPL160W,YER087W,YPL097W,YDR268W,YBL076C,YGL245W,YGR264C,YHR091C
RAS processing	R-SCE-9648002	Reactome	YLR118C,YKL019W,YDL090C
iron-sulfur cluster biosynthesis	PWY-7250	YeastCyc	YDL120W,YCL017C,YGL018C,YLR369W,YPL135W,YOR226C
PI5P Regulates TP53 Acetylation	R-SCE-6811555	Reactome	YOR064C,YNL097C,YJR017C,YJL128C,YDR208W,YHR090C
Regulation of TP53 Activity through Acetylation	R-SCE-6804758	Reactome	YOR064C,YBL052C,YKL126W,YNL097C,YHR205W,YJR082C,YJR017C,YJL128C,YPR031W,YDR208W,YHR090C
Regulation of TP53 Activity	R-SCE-5633007	Reactome	YOR064C,YNL097C,YOR039W,YJL128C,YDR208W,YIL035C,YJR082C,YOR061W,YML069W,YJL058C,YBR270C,YPR031W,YGL207W,YHR090C,YJR017C,YOL100W,YBL052C,YKL126W,YER093C,YNL006W,YHR205W,YKL203C,YJR066W,YOL078W
Transcriptional Regulation by TP53	R-SCE-3700989	Reactome	YOR064C,YPR187W,YNL097C,YNL241C,YOR039W,YPR025C,YLR193C,YOR210W,YMR036C,YJL128C,YIL021W,YDR208W,YJL058C,YPR176C,YJL140W,YDR404C,YIL035C,YLR168C,YJR082C,YOR061W,YMR277W,YBR196C,YDL108W,YDR453C,YGR005C,YML069W,YGL043W,YMR001C,YBR270C,YOL005C,YGL207W,YHR090C,YHR143W-A,YOR151C,YML028W,YPR161C,YML010W,YKL005C,YIL143C,YJL006C,YKL126W,YGR186W,YPL122C,YJL031C,YPR056W,YJR017C,YOL100W,YKL053C-A,YGR063C,YPL046C,YER171W,YBL052C,YNL230C,YPR031W,YER093C,YNL006W,YDL140C,YLR005W,YHR205W,YKL203C,YPL091W,YDR311W,YJR066W,YGL070C,YDR460W,YOL078W,YOR370C,YDR079C-A,YOR224C,YBR154C
Generic Transcription Pathway	R-SCE-212436	Reactome	YOR064C,YPR187W,YNL097C,YNL241C,YOR039W,YPR025C,YLR193C,YOR210W,YMR036C,YJL128C,YIL021W,YDR208W,YJL058C,YPR176C,YJL140W,YDR404C,YIL035C,YLR168C,YJR082C,YOR061W,YMR277W,YBR196C,YDL108W,YDR453C,YGR005C,YML069W,YGL043W,YMR001C,YBR270C,YOL005C,YGL207W,YHR090C,YHR143W-A,YOR151C,YML028W,YPR161C,YML010W,YKL005C,YIL143C,YJL006C,YKL126W,YGR186W,YPL122C,YJL031C,YPR056W,YJR017C,YOL100W,YKL053C-A,YGR063C,YPL046C,YER171W,YBL052C,YNL230C,YPR031W,YER093C,YNL006W,YDL140C,YLR005W,YHR205W,YKL203C,YPL091W,YDR311W,YJR066W,YGL070C,YDR460W,YOL078W,YOR370C,YDR079C-A,YOR224C,YBR154C
dolichyl phosphate D-mannose biosynthesis	PWY3O-123	YeastCyc	YPR183W,YFL045C,YER003C
SCF-beta-TrCP mediated degradation of Emi1	R-SCE-174113	Reactome	YFL009W,YLR167W,YDL132W,YIL148W,YDR328C,YLL039C,YKR094C
Regulation of APC/C activators between G1/S and early anaphase	R-SCE-176408	Reactome	YFL009W,YKR094C,YJL030W,YOR026W,YDL132W,YGL116W,YIL148W,YDR328C,YGR188C,YLL039C,YLR167W
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	PWY-6147	YeastCyc	YGR267C,YNL256W
TBC/RABGAPs	R-SCE-8854214	Reactome	YDL234C,YML001W,YBL078C
Rab regulation of trafficking	R-SCE-9007101	Reactome	YML001W,YLR039C,YFL005W,YDR137W,YKR014C,YDL234C,YML097C,YNL272C,YDR407C,YDR246W,YOR115C,YPL070W,YLR262C,YBR264C,YBL078C,YHR022C,YER136W,YFL038C,YKR068C,YBR131W,YML077W,YBR254C,YMR218C,YGL124C,YDR472W,YOR370C
Membrane Trafficking	R-SCE-199991	Reactome	YFR040W,YLR039C,YFL005W,YJR134C,YJL098W,YIL076W,YPR079W,YDL226C,YKL006C-A,YPL259C,YML097C,YNL012W,YOL011W,YPL204W,YNR026C,YKL135C,YDL137W,YBR264C,YLL038C,YKR001C,YGR009C,YBL037W,YJR005W,YLR078C,YOR016C,YOR326W,YDR486C,YBR254C,YDL047W,YNL204C,YNL084C,YPL065W,YBL047C,YLR170C,YIL148W,YGL200C,YLR268W,YKR014C,YKL013C,YLR025W,YGL124C,YBL050W,YOR106W,YMR032W,YDL161W,YHR114W,YDR137W,YPR181C,YCL008C,YOL018C,YIL062C,YLR093C,YKR028W,YDR153C,YIR006C,YMR276W,YJR065C,YDL145C,YLR181C,YPL010W,YOR022C,YDR407C,YKL196C,YJL004C,YBR234C,YLL024C,YLR262C,YAL007C,YOR211C,YJR125C,YDL058W,YLL001W,YIL004C,YPR173C,YML077W,YHL031C,YFL047W,YNL243W,YEL022W,YGR167W,YDR238C,YMR218C,YDL018C,YPL085W,YBR059C,YKL002W,YGL206C,YNR035C,YFL027C,YLL039C,YGR284C,YMR077C,YOR115C,YMR006C,YDL192W,YOL065C,YPR029C,YNL287W,YDR189W,YDL234C,YCR088W,YKR094C,YDR208W,YPL232W,YKL041W,YMR017W,YOR109W,YGL229C,YDR517W,YLR208W,YGL137W,YNL020C,YGL098W,YIL112W,YPL051W,YBL078C,YJL178C,YFL038C,YPR095C,YFR051C,YIL002C,YLR119W,YDR498C,YLR370C,YNL106C,YML001W,YBL040C,YMR008C,YAR002C-A,YGL002W,YDL029W,YMR183C,YBR080C,YHR110W,YOR036W,YNL272C,YLR026C,YNL049C,YIL109C,YPL070W,YPL002C,YJR102C,YPL218W,YLR206W,YBR164C,YOL062C,YHR022C,YER136W,YOR075W,YML012W,YAL029C,YKR068C,YBR131W,YLR417W,YCR030C,YDR468C,YDL195W,YER122C,YMR197C,YJR058C,YHR098C,YDR246W,YDR320C,YDR472W,YOR370C,YIL095W,YLR167W
Toll Like Receptor TLR1:TLR2 Cascade	R-SCE-168179	Reactome	YNL167C,YBL016W,YER045C,YBR028C,YAL016W,YDL188C,YGR040W,YEL009C,YHR030C,YJL128C,YOR014W,YLR113W,YIL036W,YDL134C
Toll Like Receptor TLR6:TLR2 Cascade	R-SCE-168188	Reactome	YNL167C,YBL016W,YER045C,YBR028C,YAL016W,YDL188C,YGR040W,YEL009C,YHR030C,YJL128C,YOR014W,YLR113W,YIL036W,YDL134C
Toll Like Receptor 2 (TLR2) Cascade	R-SCE-181438	Reactome	YNL167C,YBL016W,YER045C,YBR028C,YAL016W,YDL188C,YGR040W,YEL009C,YHR030C,YJL128C,YOR014W,YLR113W,YIL036W,YDL134C
Synthesis of Ketone Bodies	R-SCE-77111	Reactome	YML126C
Ketone body metabolism	R-SCE-74182	Reactome	YML126C
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	R-SCE-2162123	Reactome	YKL117W
glycogen biosynthesis	PWY-5067	YeastCyc	YLR258W,YJL137C,YFR015C,YEL011W,YKR058W
Vesicle-mediated transport	R-SCE-5653656	Reactome	YFR040W,YLR039C,YFL005W,YJR134C,YJL098W,YIL076W,YPR079W,YDL226C,YKL006C-A,YPL259C,YML097C,YNL012W,YOL011W,YPL204W,YNR026C,YKL135C,YDL137W,YBR264C,YLL038C,YKR001C,YGR009C,YBL037W,YJR005W,YLR078C,YOR016C,YOR326W,YDR486C,YBR254C,YDL047W,YNL204C,YNL084C,YPL065W,YBL047C,YLR170C,YIL148W,YGL200C,YLR268W,YKR014C,YKL013C,YLR025W,YGL124C,YBL050W,YOR106W,YMR032W,YDL161W,YHR114W,YDR137W,YPR181C,YCL008C,YOL018C,YIL062C,YLR093C,YKR028W,YDR153C,YIR006C,YMR276W,YJR065C,YDL145C,YLR181C,YPL010W,YOR022C,YDR407C,YKL196C,YJL004C,YBR234C,YLL024C,YLR262C,YAL007C,YOR211C,YJR125C,YDL058W,YLL001W,YIL004C,YPR173C,YML077W,YHL031C,YFL047W,YNL243W,YEL022W,YGR167W,YDR238C,YMR218C,YDL018C,YPL085W,YBR059C,YKL002W,YGL206C,YNR035C,YFL027C,YLL039C,YGR284C,YMR077C,YOR115C,YMR006C,YDL192W,YOL065C,YPR029C,YNL287W,YDR189W,YDL234C,YCR088W,YKR094C,YDR208W,YPL232W,YKL041W,YMR017W,YOR109W,YGL229C,YDR517W,YLR208W,YGL137W,YNL020C,YGL098W,YIL112W,YPL051W,YBL078C,YJL178C,YFL038C,YPR095C,YFR051C,YIL002C,YLR119W,YDR498C,YLR370C,YNL106C,YML001W,YBL040C,YMR008C,YAR002C-A,YGL002W,YDL029W,YMR183C,YBR080C,YHR110W,YOR036W,YNL272C,YLR026C,YNL049C,YIL109C,YPL070W,YPL002C,YJR102C,YPL218W,YLR206W,YBR164C,YOL062C,YHR022C,YER136W,YOR075W,YML012W,YAL029C,YKR068C,YBR131W,YLR417W,YCR030C,YDR468C,YDL195W,YER122C,YMR197C,YJR058C,YHR098C,YDR246W,YDR320C,YDR472W,YOR370C,YIL095W,YLR167W
Synthesis of IP2, IP, and Ins in the cytosol	R-SCE-1855183	Reactome	YDR287W,YJL153C,YHR046C,YOR109W
Inositol phosphate metabolism	R-SCE-1483249	Reactome	YLR410W,YDR315C,YPL268W,YNL128W,YOR109W,YDR287W,YOR163W,YJL153C,YDR173C,YDR017C,YHR046C
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	R-SCE-176407	Reactome	YFR028C,YGL003C
APC/C-mediated degradation of cell cycle proteins	R-SCE-174143	Reactome	YFL009W,YKR094C,YJL030W,YGL003C,YOR026W,YDL132W,YGL116W,YIL148W,YFR028C,YDR328C,YGR188C,YLL039C,YLR167W
Regulation of mitotic cell cycle	R-SCE-453276	Reactome	YFL009W,YKR094C,YJL030W,YGL003C,YOR026W,YDL132W,YGL116W,YIL148W,YFR028C,YDR328C,YGR188C,YLL039C,YLR167W
fatty acid elongation	FASYN-ELONG2-PWY	YeastCyc	YKL182W,YPL231W
Ion homeostasis	R-SCE-5578775	Reactome	YGL006W,YHR042W
LDL clearance	R-SCE-8964038	Reactome	YJR058C,YOL062C,YBL037W,YJR005W,YGL206C,YKL135C,YGR167W
MAP2K and MAPK activation	R-SCE-5674135	Reactome	YDL159W,YOR231W,YGR040W,YBL016W,YPL140C
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	R-SCE-193775	Reactome	YBR041W,YGL001C
Cardiac conduction	R-SCE-5576891	Reactome	YGL006W,YHR042W,YJL093C
Muscle contraction	R-SCE-397014	Reactome	YGL006W,YHR042W,YJL093C
formaldehyde oxidation II (glutathione-dependent)	PWY-1801-YEAST	YeastCyc	YDL168W,YJL068C,YOR388C
NAD/NADP-NADH/NADPH cytosolic interconversion	PWY-7268	YeastCyc	YDL066W,YPL188W,YEL041W,YNL009W,YJR049C,YPL061W,YNL241C,YLR174W
Amino acids regulate mTORC1	R-SCE-9639288	Reactome	YMR054W,YJR066W,YKL080W,YNL006W,YHR039C-A,YML121W,YPR036W,YKL203C,YDL185W,YOR332W,YBR127C,YGR020C,YEL027W,YLR447C,YOR270C,YCL005W-A,YEL051W,YGR163W,YHR186C,YHR026W
Cellular response to starvation	R-SCE-9711097	Reactome	YMR054W,YJR066W,YKL080W,YNL006W,YHR039C-A,YML121W,YPR036W,YKL203C,YDL185W,YOR332W,YBR127C,YGR020C,YEL027W,YLR447C,YOR270C,YCL005W-A,YEL051W,YGR163W,YHR186C,YHR026W
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	R-SCE-193807	Reactome	YGL001C
Synthesis of bile acids and bile salts	R-SCE-192105	Reactome	YGR060W,YDL019C,YHR001W,YAR042W,YKR003W,YPL145C,YOR237W,YJR019C,YKR009C,YBR041W,YHR073W,YGL001C
Cytosolic tRNA aminoacylation	R-SCE-379716	Reactome	YMR267W,YBR011C
Mitochondrial tRNA aminoacylation	R-SCE-379726	Reactome	YBR011C
tRNA Aminoacylation	R-SCE-379724	Reactome	YMR267W,YBR011C
RAF/MAP kinase cascade	R-SCE-5673001	Reactome	YOR231W,YDL159W,YPL140C,YBL016W,YLR118C,YKL019W,YGR040W,YDL090C
Lipid particle organization	R-SCE-8964572	Reactome	YGL126W,YPL033C,YDL114W,YDR319C,YLR426W
Recycling of bile acids and salts	R-SCE-159418	Reactome	YBR041W
Bile acid and bile salt metabolism	R-SCE-194068	Reactome	YGR060W,YDL019C,YHR001W,YAR042W,YKR003W,YPL145C,YOR237W,YJR019C,YKR009C,YBR041W,YHR073W,YGL001C
Mitochondrial protein import	R-SCE-1268020	Reactome	YHR005C-A,YNR017W,YJL143W,YBR085W,YMR056C,YEL020W-A,YDL217C,YBL030C,YPR140W
MAPK3 (ERK1) activation	R-SCE-110056	Reactome	YDL159W,YOR231W,YPL140C,YBL016W
